,state,create_to_launch_day,launch_to_deadline_day,year,staff_pick
28544,successful,0,35,2020,False
28545,failed,0,53,2018,False
28546,successful,20,30,2020,True
28548,successful,3,37,2016,False
28549,successful,98,30,2020,False
28550,successful,1,30,2018,False
28551,successful,5,60,2019,False
28552,failed,12,60,2018,False
28553,failed,3,32,2017,False
28554,successful,5,45,2017,False
28555,successful,1,10,2017,False
28556,successful,23,22,2019,False
28557,successful,16,35,2013,False
28558,successful,35,21,2019,True
28559,successful,112,34,2020,False
28560,successful,3,30,2014,False
28561,failed,0,30,2014,False
28562,successful,7,32,2015,False
28563,failed,3,30,2014,False
28564,failed,7,14,2018,False
28565,successful,151,21,2013,False
28566,successful,17,44,2020,False
28567,successful,2,11,2018,False
28568,successful,12,15,2017,False
28569,successful,5,31,2019,True
28570,successful,3,24,2016,True
28571,successful,5,23,2020,False
28572,successful,81,19,2020,False
28573,failed,5,51,2018,False
28574,successful,34,45,2019,False
28575,successful,7,30,2020,False
28577,successful,0,31,2012,False
28578,successful,7,31,2018,True
28579,successful,16,30,2019,False
28580,successful,15,30,2013,False
28581,successful,40,41,2016,False
28582,failed,0,30,2014,False
28583,successful,3,29,2015,False
28584,successful,244,41,2019,False
28585,failed,23,30,2018,False
28586,failed,0,50,2015,False
28587,failed,0,45,2017,False
28588,failed,407,30,2015,True
28589,successful,54,30,2017,False
28590,successful,27,15,2020,False
28592,successful,23,60,2019,False
28593,successful,645,29,2013,True
28594,successful,55,33,2019,False
28595,successful,34,50,2019,False
28596,successful,2,26,2018,False
28597,successful,10,30,2014,False
28598,successful,15,39,2019,False
28599,successful,7,30,2019,False
28600,successful,23,58,2019,False
28601,successful,8,20,2019,False
28602,successful,208,32,2020,False
28603,failed,0,14,2017,False
28604,failed,114,59,2016,False
28605,successful,33,29,2020,False
28606,successful,27,42,2020,False
28609,failed,12,17,2020,False
28610,successful,234,29,2020,False
28611,successful,42,29,2019,False
28613,successful,4,30,2014,False
28615,failed,0,60,2019,False
28617,failed,155,29,2019,False
28618,successful,3,28,2016,False
28619,successful,5,30,2019,False
28620,failed,1,60,2017,False
28621,successful,18,11,2017,False
28622,successful,19,30,2015,False
28623,successful,7,30,2019,True
28624,successful,0,45,2016,False
28625,successful,0,9,2017,False
28626,successful,19,30,2018,False
28627,successful,28,57,2020,False
28628,successful,31,30,2016,False
28629,successful,13,14,2015,False
28630,successful,20,30,2018,False
28631,successful,2085,45,2019,False
28633,successful,1367,25,2017,False
28635,successful,5,35,2016,True
28636,successful,4,30,2019,False
28638,successful,5,7,2018,False
28640,successful,142,21,2020,False
28641,successful,19,30,2018,False
28643,successful,17,28,2020,False
28644,failed,13,24,2018,False
28645,successful,571,30,2019,True
28646,failed,47,30,2014,True
28647,successful,5,16,2013,False
28648,successful,19,30,2015,False
28649,successful,10,30,2020,False
28650,failed,4,30,2019,False
28651,successful,388,30,2013,False
28652,failed,0,30,2015,False
28653,successful,0,30,2017,False
28654,successful,18,31,2020,False
28655,successful,53,28,2019,True
28656,failed,329,29,2020,False
28659,successful,49,30,2013,False
28660,failed,59,45,2020,False
28661,successful,8,30,2019,True
28662,successful,43,31,2019,True
28663,failed,8,30,2015,False
28664,failed,23,30,2017,True
28665,successful,21,33,2016,True
28666,successful,7,30,2015,False
28667,failed,65,30,2014,False
28668,failed,38,29,2015,True
28669,failed,30,60,2020,False
28670,successful,15,8,2014,False
28671,successful,18,31,2013,False
28672,successful,45,21,2020,False
28673,successful,6,21,2014,False
28674,successful,13,45,2020,True
28675,successful,167,59,2017,False
28676,failed,1,60,2020,False
28677,failed,2,30,2016,False
28678,successful,1,43,2019,False
28679,successful,0,28,2015,True
28680,successful,1,29,2018,False
28681,successful,2,20,2013,False
28682,failed,9,16,2020,False
28683,failed,13,33,2016,False
28684,successful,3,30,2015,False
28685,successful,176,23,2018,False
28686,failed,40,59,2019,False
28687,successful,17,30,2020,False
28688,successful,7,30,2020,False
28689,successful,7,25,2020,False
28690,failed,2,45,2020,False
28691,failed,0,50,2020,False
28692,successful,3,30,2015,False
28693,successful,2,34,2013,False
28694,successful,3,50,2010,False
28695,successful,7,17,2020,False
28696,failed,5,29,2015,False
28697,successful,0,30,2011,False
28698,failed,2,29,2017,False
28700,successful,79,60,2020,False
28701,failed,2,23,2015,False
28702,failed,8,29,2014,False
28703,failed,21,30,2019,False
28704,successful,130,32,2020,False
28705,successful,24,10,2018,False
28706,failed,18,26,2014,False
28707,failed,2,30,2016,False
28708,successful,2,60,2013,False
28709,successful,123,60,2019,False
28710,successful,544,31,2020,False
28711,failed,0,19,2016,False
28712,successful,16,22,2020,False
28713,successful,8,30,2019,False
28715,successful,3,30,2013,False
28716,successful,3,30,2013,False
28717,failed,5,32,2018,True
28719,successful,29,30,2016,True
28720,failed,263,30,2016,False
28721,successful,14,30,2019,False
28722,successful,45,30,2019,False
28723,successful,54,31,2014,True
28724,failed,1,29,2020,False
28725,failed,27,27,2014,False
28726,successful,4,11,2017,False
28727,successful,26,34,2020,True
28729,successful,33,30,2014,False
28730,successful,3,14,2019,False
28731,successful,230,29,2015,False
28732,failed,3,30,2015,False
28733,failed,0,59,2015,False
28734,failed,0,30,2015,False
28735,successful,5,31,2019,False
28736,successful,0,40,2018,False
28737,failed,3,10,2019,False
28738,failed,12,30,2014,False
28739,failed,4,20,2015,False
28740,failed,17,31,2014,False
28741,failed,8,20,2016,False
28742,successful,6,30,2020,False
28743,failed,0,30,2017,False
28744,successful,122,29,2015,True
28745,successful,164,30,2020,False
28747,successful,8,24,2018,False
28748,failed,130,60,2019,False
28749,successful,126,60,2015,False
28750,failed,37,30,2015,False
28751,successful,0,30,2014,True
28752,failed,16,30,2014,False
28753,successful,113,30,2020,False
28754,failed,1,60,2015,False
28755,successful,43,30,2016,True
28756,successful,4,6,2019,False
28758,successful,119,30,2019,False
28759,failed,9,30,2013,False
28760,successful,4,19,2016,False
28761,successful,31,31,2019,False
28763,successful,137,30,2014,True
28764,failed,4,30,2015,False
28765,successful,70,16,2017,False
28766,successful,2054,30,2019,False
28767,failed,47,30,2014,False
28768,failed,44,30,2018,False
28769,successful,15,30,2015,False
28770,successful,6,30,2015,False
28771,successful,330,30,2016,True
28772,successful,37,30,2016,False
28773,successful,31,30,2014,False
28774,successful,3,38,2012,False
28775,successful,63,44,2019,False
28776,failed,25,30,2014,False
28777,successful,1,29,2017,False
28778,successful,0,21,2018,False
28779,successful,4,20,2016,False
28780,successful,2,21,2014,True
28781,successful,107,30,2016,False
28782,successful,34,30,2019,True
28783,successful,10,21,2019,False
28784,failed,34,46,2014,False
28785,successful,18,30,2013,False
28786,successful,11,30,2015,False
28787,failed,1,30,2015,False
28788,successful,23,30,2017,True
28789,successful,33,21,2017,False
28790,failed,2,30,2016,False
28791,successful,2,30,2014,True
28792,successful,6,30,2016,False
28793,successful,13,30,2017,True
28794,failed,10,30,2014,False
28795,successful,22,13,2014,True
28796,successful,50,30,2017,True
28797,successful,137,31,2020,False
28798,successful,32,30,2020,False
28799,successful,3,60,2018,False
28800,failed,2,30,2014,False
28801,successful,247,25,2016,False
28802,successful,17,18,2017,False
28803,successful,59,15,2012,False
28804,successful,8,31,2018,False
28805,successful,107,30,2015,True
28807,successful,12,15,2019,False
28808,successful,0,14,2016,False
28809,successful,37,55,2016,False
28810,failed,0,60,2014,False
28811,successful,0,29,2015,False
28812,successful,16,30,2017,False
28813,successful,1,30,2016,True
28814,successful,14,45,2020,False
28815,successful,41,25,2015,False
28816,successful,2,30,2015,False
28817,successful,393,24,2015,False
28818,successful,0,30,2016,False
28819,successful,0,14,2017,False
28820,successful,32,30,2015,True
28821,failed,2,27,2017,False
28822,successful,65,31,2018,False
28823,successful,126,30,2016,False
28824,failed,26,30,2015,False
28825,successful,0,45,2016,True
28826,successful,11,31,2013,False
28827,successful,40,30,2020,True
28828,successful,3,29,2017,False
28829,failed,1,30,2014,False
28830,successful,72,30,2013,False
28831,successful,12,9,2018,False
28832,successful,9,30,2015,False
28833,successful,6,20,2013,False
28834,successful,195,25,2013,False
28835,failed,0,30,2015,False
28836,successful,2,29,2019,True
28837,failed,0,52,2020,False
28838,successful,3,30,2016,False
28839,successful,5,30,2018,False
28841,failed,11,25,2015,False
28842,successful,4,34,2019,False
28843,successful,36,31,2017,False
28844,successful,2,24,2016,False
28845,successful,31,60,2015,True
28847,failed,1,30,2015,False
28848,successful,6,35,2015,True
28849,successful,3,29,2015,False
28850,successful,182,60,2017,False
28851,successful,65,30,2019,False
28852,successful,0,32,2017,False
28853,failed,1,30,2017,False
28854,successful,0,29,2015,True
28855,successful,19,30,2013,True
28856,successful,47,22,2018,True
28857,failed,2,16,2019,False
28858,failed,324,30,2016,False
28859,failed,0,30,2015,False
28860,successful,2,29,2016,False
28861,successful,33,33,2015,False
28862,successful,0,60,2016,False
28863,successful,98,34,2013,False
28864,successful,71,36,2014,False
28865,failed,109,30,2015,False
28866,successful,14,22,2020,False
28867,failed,8,30,2018,False
28868,failed,94,20,2016,False
28869,successful,5,60,2012,False
28870,successful,17,30,2014,True
28871,failed,4,30,2013,False
28872,failed,2,28,2016,False
28873,successful,24,30,2018,False
28874,successful,10,21,2012,False
28875,successful,624,30,2014,False
28876,successful,11,30,2013,False
28877,successful,0,18,2016,False
28878,failed,1,30,2015,False
28879,failed,0,24,2014,False
28880,successful,16,27,2017,False
28881,successful,24,30,2015,False
28882,successful,0,18,2014,False
28883,failed,23,30,2016,False
28884,failed,44,9,2015,False
28885,successful,6,46,2019,False
28886,successful,11,18,2018,False
28887,failed,3,30,2014,False
28888,successful,114,45,2014,True
28890,failed,0,59,2016,False
28891,successful,26,30,2019,False
28892,successful,0,30,2015,False
28893,successful,25,30,2016,False
28894,successful,16,31,2015,False
28895,successful,104,30,2017,True
28896,failed,1,30,2014,False
28897,successful,47,30,2019,False
28898,successful,1,30,2014,True
28899,successful,9,30,2013,False
28900,successful,169,30,2017,False
28901,successful,43,28,2018,False
28902,successful,4,10,2017,False
28903,successful,1,26,2014,True
28904,failed,28,32,2017,True
28905,successful,26,30,2016,False
28906,failed,257,34,2014,False
28907,successful,1,30,2014,False
28908,successful,37,42,2013,False
28909,failed,1,23,2016,False
28910,failed,10,30,2014,False
28911,successful,4,10,2019,False
28912,failed,7,60,2014,False
28913,successful,3,9,2020,False
28914,successful,5,30,2017,False
28915,failed,4,30,2014,False
28916,failed,13,34,2015,False
28917,successful,157,30,2017,True
28918,failed,10,30,2014,False
28919,successful,26,30,2019,True
28920,failed,15,30,2016,False
28921,failed,1,21,2015,False
28923,successful,13,21,2015,False
28924,successful,26,33,2014,True
28925,failed,3,60,2016,False
28927,successful,15,30,2017,False
28928,failed,0,30,2015,False
28930,failed,0,25,2016,False
28931,successful,36,60,2019,False
28932,successful,1,30,2019,False
28933,successful,15,32,2013,False
28934,failed,0,60,2019,False
28935,failed,12,60,2015,False
28936,successful,21,21,2014,False
28937,successful,5,21,2017,False
28938,successful,2,31,2014,False
28939,failed,32,30,2016,False
28940,successful,144,30,2014,True
28941,successful,25,29,2014,True
28942,successful,35,24,2018,False
28943,successful,89,47,2012,False
28944,successful,272,31,2019,True
28945,failed,180,22,2015,False
28946,successful,27,30,2017,False
28947,successful,28,30,2016,False
28948,successful,10,30,2019,False
28949,failed,0,10,2017,False
28950,successful,1,7,2016,True
28951,successful,3,19,2015,True
28952,successful,322,30,2014,False
28953,successful,264,30,2015,True
28954,successful,10,14,2018,False
28955,successful,5,30,2017,False
28956,successful,112,35,2017,True
28957,failed,1,30,2014,False
28958,successful,5,29,2018,False
28959,successful,29,50,2016,True
28960,successful,12,39,2015,False
28961,failed,23,30,2017,False
28962,successful,7,28,2016,True
28963,successful,124,31,2018,False
28964,successful,18,28,2019,True
28965,successful,7,40,2017,True
28966,failed,21,32,2018,False
28967,successful,111,45,2013,False
28968,successful,12,59,2019,False
28970,failed,0,46,2017,False
28971,successful,31,30,2018,False
28972,successful,148,28,2016,False
28973,successful,3,59,2018,True
28974,successful,124,30,2019,False
28975,successful,11,30,2013,False
28976,successful,38,30,2018,True
28977,successful,5,30,2014,False
28978,successful,36,37,2016,False
28979,successful,1,30,2017,False
28980,successful,186,30,2015,False
28981,successful,5,45,2014,False
28982,successful,524,30,2016,True
28983,failed,106,20,2015,False
28984,successful,13,59,2018,False
28986,failed,0,13,2015,False
28987,successful,36,46,2013,False
28989,successful,49,32,2017,False
28990,successful,7,7,2014,False
28991,successful,16,5,2012,False
28992,failed,29,29,2015,False
28993,failed,1,30,2016,False
28994,successful,82,37,2012,False
28995,successful,22,30,2018,True
28996,failed,2,60,2018,False
28997,successful,11,28,2017,False
28998,successful,6,30,2016,False
28999,successful,2,59,2014,False
29000,failed,40,35,2014,False
29001,failed,4,30,2012,True
29002,successful,14,29,2019,True
29003,successful,16,30,2015,False
29005,successful,7,30,2016,False
29006,successful,254,30,2020,False
29007,successful,0,30,2017,False
29008,failed,11,30,2015,False
29009,failed,4,30,2015,False
29010,successful,8,30,2018,False
29011,successful,3,21,2017,False
29012,successful,12,11,2020,True
29013,failed,7,55,2015,False
29014,failed,5,33,2016,False
29015,failed,1,29,2016,False
29016,successful,157,30,2020,False
29017,successful,102,30,2018,True
29018,successful,3,30,2019,False
29019,successful,15,30,2013,False
29020,successful,0,30,2017,False
29021,failed,39,30,2016,False
29022,successful,20,30,2014,True
29023,failed,2,60,2017,False
29024,failed,168,30,2016,False
29025,successful,5,22,2014,False
29026,failed,0,30,2019,False
29027,successful,2,21,2017,False
29028,successful,15,24,2019,False
29029,successful,18,9,2015,False
29030,successful,0,60,2017,False
29031,failed,75,40,2019,False
29032,successful,17,30,2013,False
29033,successful,37,49,2013,False
29034,failed,7,30,2019,False
29035,successful,45,30,2015,False
29036,successful,7,18,2016,True
29037,successful,140,29,2015,True
29038,successful,2,44,2015,False
29039,successful,118,34,2019,True
29040,successful,109,30,2015,False
